,ID,x,y,Time,size,CustomTime,CustomLocation,SubmissionTime,OsVersion,AppVersion,Language,EventDate,maxCZC,CZCfilteredout,TDiff,SubvsEventbad,Multi1,Multi2,Multi3,blacklisted,xr,yr,Timer,FILTEREDOUT,days,months,years,size_text,size_mm,size_number,Lat,Lon
150937,03AD5543-6284-4F28-83DE-72495F42BECD,686114,255584,2021-06-20 14:24:14.230000+00:00,10,FALSE,FALSE,2021-06-20 14:24:21.991000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.129349998633067,0,0,0,0,0,686500,255500,2021-06-20 14:25:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.445412024697056,8.580380517650418
150939,03B443B7-DD4D-4BB5-9769-7AABBB55BD10,680067,246890,2021-06-20 15:38:55.603000+00:00,12,FALSE,FALSE,2021-06-20 15:39:01.186000+00:00,ios-14.6,210527.1436.9923,de,21171,57.0,0,0.0930500030517578,0,0,0,0,0,680500,246500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.36798743043833,8.49865852416325
150971,03b046c6-dd1a-4a7d-b9ec-5396cea72dbf,682766,249788,2021-06-20 15:49:00.259000+00:00,11,FALSE,FALSE,2021-06-20 15:49:08.355000+00:00,,,de,21171,58.5,0,0.134933332602183,0,0,0,0,0,682500,249500,2021-06-20 15:50:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.393716756156415,8.534922879222483
150976,03b1640c-7e16-4586-ad52-b2d468aa32a6,697245,261886,2021-06-20 16:09:24.574000+00:00,12,FALSE,TRUE,2021-06-20 16:09:29.284000+00:00,,,en,21171,59.5,0,0.0785000006357829,0,0,0,0,0,697500,261500,2021-06-20 16:10:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.50053354680379,8.729311971051946
151000,03faf69b-3ec3-44fa-91de-558aea6d75d9,613961,192119,2021-06-20 13:57:39.839000+00:00,12,FALSE,TRUE,2021-06-20 13:57:56.570000+00:00,,,de,21171,63.5,0,0.278849999109904,0,0,0,0,0,613500,192500,2021-06-20 14:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.880046239289705,7.621784885482682
151002,0402f8fd-568a-4998-b398-0e0bbe68a6d7,567372,196460,2021-06-20 12:25:27.674000+00:00,11,FALSE,FALSE,2021-06-20 12:25:44.369000+00:00,,,fr,21171,,1,0.27824999888738,0,0,0,0,0,567500,196500,2021-06-20 12:25:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.918434476580046,7.01028601175715
151011,040E02DC-5610-4913-BBD5-65C293A6202F,615615,270004,2021-06-20 11:27:25.085000+00:00,12,FALSE,TRUE,2021-06-20 11:28:01.991000+00:00,ios-14.4,210527.1436.9923,de,21171,,1,0.615099998315175,0,0,0,0,0,615500,270500,2021-06-20 11:25:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.58054927996358,7.646175562027938
151021,04160126-BE8B-4CE3-8D85-CE1E999F675F,679091,235878,2021-06-20 15:31:56.863000+00:00,12,FALSE,FALSE,2021-06-20 15:32:03.979000+00:00,ios-14.6,210513.1930.9922,de,21171,59.5,0,0.118600002924601,0,0,0,0,0,679500,235500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.2690677055538,8.48379688389434
151033,0424ed87-3ec1-4057-bf1a-1749ecbb404a,609206,190678,2021-06-20 14:10:00.643000+00:00,12,FALSE,FALSE,2021-06-20 14:10:13.135000+00:00,,,de,21171,61.5,0,0.208200001716614,0,0,0,0,0,609500,190500,2021-06-20 14:10:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.86716643283211,7.559376350659471
151057,04379dff-ccdf-481f-821e-a4cf010773e8,604646,187533,2021-06-20 14:04:55.311000+00:00,13,FALSE,FALSE,2021-06-20 14:05:08.943000+00:00,,,fr,21171,63.0,0,0.227199999491374,0,0,0,0,0,604500,187500,2021-06-20 14:05:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.838923211099335,7.4995375901773444
151058,04385B1D-85D4-4779-80A6-1CF9D449F821,717644,134947,2021-06-20 20:37:23.276000+00:00,11,FALSE,FALSE,2021-06-20 20:37:34.118000+00:00,ios-14.6,210527.1436.9923,it,21171,59.0,0,0.180700000127157,0,0,0,0,0,717500,134500,2021-06-20 20:35:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.35559595248557,8.96717366469845
151065,0445E322-19C7-49BE-ABD0-23F990EEC81D,545755,192605,2021-06-20 12:02:03.109000+00:00,11,FALSE,TRUE,2021-06-20 12:02:57.164000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,0.900916667779287,0,0,0,0,0,545500,192500,2021-06-20 12:00:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.88234262872691,6.726966178941496
151078,044E3C4C-B720-4AEC-9F60-A4CBBF25C968,646353,249049,2021-06-20 18:22:50.105000+00:00,16,FALSE,FALSE,2021-06-20 18:22:53.770000+00:00,ios-14.6,210527.1436.9923,de,21171,42.5,0,0.0610833326975505,0,0,0,0,0,646500,249500,2021-06-20 18:25:00+00:00,0,2021-06-20,2021-06,2021,Tennis ball,68 [mm],68.0,47.39063835281744,8.052556022656528
151085,045EE109-52F2-4FDA-82BB-C753104F5893,690140,236231,2021-06-20 15:16:16.311000+00:00,10,FALSE,FALSE,2021-06-20 15:16:33.355000+00:00,ios-14.5.1,210527.1436.9923,en,21171,44.0,0,0.284066665172577,0,0,0,0,0,690500,236500,2021-06-20 15:15:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.27082635090169,8.629856703266972
151095,046579B9-0563-4391-9EE2-3C0796BD32FC,501516,117718,2021-06-20 15:22:48.713000+00:00,10,FALSE,FALSE,2021-06-20 15:23:03.187000+00:00,ios-14.6,210527.1436.9923,fr,21171,52.0,0,0.241233332951864,0,0,0,0,0,501500,117500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.20369439487406,6.16265289539611
151116,047bfd45-bfa6-48b7-b61f-11aae57e9a32,672297,239280,2021-06-20 15:28:02.121000+00:00,12,FALSE,FALSE,2021-06-20 15:28:09.599000+00:00,,,de,21171,59.5,0,0.124633332093557,0,0,0,0,0,672500,239500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.30044355993968,8.394572541611355
151122,048CC2F6-44D1-428C-88D8-18FD823EE11C,645440,249768,2021-06-20 10:39:58.236000+00:00,13,FALSE,FALSE,2021-06-20 10:40:12.951000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.245249998569489,0,0,0,0,0,645500,249500,2021-06-20 10:40:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.39716856454265,8.040537084871273
151144,04A601E0-28C1-4ADE-BAD7-8CFC2329C9B6,659318,216558,2021-06-20 14:52:30.944000+00:00,13,FALSE,FALSE,2021-06-20 14:52:36.669000+00:00,ios-14.6,210527.1436.9923,de,21171,64.0,0,0.0954166650772095,0,0,0,0,0,659500,216500,2021-06-20 14:55:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.097370520679085,8.219980120895448
151147,04AD2FF7-BC36-4F7A-8754-FE8D63EEFD02,548266,212196,2021-06-20 14:15:47.112000+00:00,10,FALSE,FALSE,2021-06-20 14:15:50.227000+00:00,ios-14.6,210527.1436.9923,fr,21171,50.5,0,0.0519166668256124,0,0,0,0,0,548500,212500,2021-06-20 14:15:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.05876023907593,6.757672157966693
151152,04AF57B9-B7BC-4355-9492-AD2EA3A99A7D,678109,243977,2021-06-20 15:33:47.874000+00:00,12,FALSE,FALSE,2021-06-20 15:34:17.586000+00:00,ios-12.5.3,210527.1436.9923,de,21171,56.0,0,0.495199998219808,0,0,0,0,0,678500,243500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.34202425181035,8.472231033483816
151161,04BB0586-ED7C-4D3D-B25B-A25B223CC6AB,699389,259626,2021-06-20 16:10:54.473000+00:00,12,FALSE,FALSE,2021-06-20 16:10:59.228000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.0792499979337056,0,0,0,0,0,699500,259500,2021-06-20 16:10:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.47988947807896,8.757258925783665
151198,04c0019a-5cf9-4df2-9d33-1f54c2b04248,552080,183599,2021-06-20 02:24:30.097000+00:00,10,FALSE,FALSE,2021-06-20 02:24:46.531000+00:00,,,fr,21171,,1,0.273900000254313,0,0,0,0,0,552500,183500,2021-06-20 02:25:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.801820344208096,6.810890656891147
151199,04c0019a-5cf9-4df2-9d33-1f54c2b04248,552075,183600,2021-06-20 10:16:52.787000+00:00,10,FALSE,FALSE,2021-06-20 10:16:55.289000+00:00,,,fr,21171,,1,0.041700001557668,0,0,0,0,0,552500,183500,2021-06-20 10:15:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.80182897862527,6.8108250554407395
151200,04c0019a-5cf9-4df2-9d33-1f54c2b04248,552075,183600,2021-06-20 16:20:29.566000+00:00,10,FALSE,FALSE,2021-06-20 16:20:32.478000+00:00,,,fr,21171,56.0,0,0.0485333323478699,0,0,0,0,0,552500,183500,2021-06-20 16:20:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.80182897862527,6.8108250554407395
151213,04d3a25a-3e80-4453-9690-d14add882e83,557760,131890,2021-06-20 16:13:59.548000+00:00,12,TRUE,TRUE,2021-06-20 16:14:10.517000+00:00,,,fr,21171,64.5,0,0.182816664377848,0,0,0,0,0,557500,131500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.337066434142976,6.890042972291477
151221,04de88b5-3c60-4e91-80f1-0e414bc2f0c9,663594,214365,2021-06-20 14:58:45.393000+00:00,12,FALSE,FALSE,2021-06-20 14:58:55.166000+00:00,,,de,21171,63.5,0,0.162883333365122,0,0,0,0,0,663500,214500,2021-06-20 15:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.077249115334546,8.275992293118081
151225,04e1b7a8-c0fb-42df-938b-97139aec9652,681077,246702,2021-06-20 15:43:38.888000+00:00,12,FALSE,FALSE,2021-06-20 15:43:47.085000+00:00,,,de,21171,57.5,0,0.136616667111715,0,0,0,0,0,681500,246500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.3661731840916,8.511994544949783
151227,04e9a168-4f1c-4a8d-916b-1c089b1fafaa,719305,129925,2021-06-20 15:22:08.746000+00:00,10,TRUE,TRUE,2021-06-20 15:22:37.528000+00:00,,,it,21171,47.5,0,0.479700001080831,0,0,0,0,0,719500,129500,2021-06-20 15:20:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.31013548138453,8.987461195208597
151228,04e9a168-4f1c-4a8d-916b-1c089b1fafaa,719305,129925,2021-06-20 21:02:47.512000+00:00,10,FALSE,TRUE,2021-06-20 21:03:05.298000+00:00,,,it,21171,56.0,0,0.296433333555857,0,0,0,0,0,719500,129500,2021-06-20 21:05:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.31013548138453,8.987461195208597
151256,05262de6-4589-47a4-ba74-617d1369b056,663950,226358,2021-06-20 14:04:50.498000+00:00,13,FALSE,FALSE,2021-06-20 14:05:20.360000+00:00,,,de,21171,,1,0.497699999809265,0,0,0,0,0,663500,226500,2021-06-20 14:05:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.18508377985578,8.282376923707071
151260,052d0fa8-224a-4f94-8d67-286bfd470e97,830938,244410,2021-06-20 16:17:43.014000+00:00,12,FALSE,FALSE,2021-06-20 16:18:01.166000+00:00,,,de,21171,,1,0.302533332506816,0,0,0,0,0,830500,244500,2021-06-20 16:20:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.310099141380164,10.493447188648002
151308,056e67b6-50c0-45a0-8a60-afabcbb0b5af,537779,173203,2021-06-20 16:13:17.579000+00:00,10,FALSE,FALSE,2021-06-20 16:13:31.975000+00:00,,,fr,21171,57.0,0,0.239933331807454,0,0,0,0,0,537500,173500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.70712371498536,6.624976683455357
151313,05711DD5-4837-4FD6-AB62-457F9971D464,572788,157348,2021-06-20 13:15:38+00:00,12,TRUE,FALSE,2021-06-20 20:16:34.581000+00:00,ios-12.5.3,210527.1436.9923,fr,21171,60.5,0,420.943016668161,1,0,0,0,0,572500,157500,2021-06-20 13:15:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.56685367761887,7.083717857265169
151314,05712605-14f5-4d06-a293-3dd119002028,616243,194668,2021-06-20 14:02:57.523000+00:00,11,FALSE,FALSE,2021-06-20 14:03:05.046000+00:00,,,en,21171,63.5,0,0.125383333365122,0,0,0,0,0,616500,194500,2021-06-20 14:05:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.90292345248059,7.651812311704718
151323,058442d3-e6f1-4b64-9d3a-f52768d942e4,539857,153254,2021-06-20 12:31:43.519000+00:00,13,FALSE,FALSE,2021-06-20 12:31:55.195000+00:00,,,fr,21171,49.0,0,0.194599997997284,0,0,0,0,0,539500,153500,2021-06-20 12:30:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.52787162120655,6.654759972110792
151325,05882609-8107-4D2C-961E-737AD5F3ED96,599602,197224,2021-06-20 13:50:33+00:00,11,TRUE,TRUE,2021-06-20 14:06:57.659000+00:00,ios-14.4,210513.1930.9922,de,21171,56.0,0,16.4109833319982,0,0,0,0,0,599500,197500,2021-06-20 13:50:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.92611195910939,7.433407117504062
151358,05BA7DE3-2916-437F-81E0-3B1AA65835CE,710093,226001,2021-06-20 12:34:58.884000+00:00,13,FALSE,FALSE,2021-06-20 12:35:18.993000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.335149999459585,0,0,0,0,0,710500,226500,2021-06-20 12:35:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.175800890408986,8.890984927939785
151360,05C0C5FB-8A7E-44FD-8320-A6545D7E54A7,674140,234718,2021-06-20 15:24:19.744000+00:00,13,FALSE,FALSE,2021-06-20 15:24:22.556000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.0468666672706604,0,0,0,0,0,674500,234500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.25920934833436,8.41818622290762
151361,05C0C5FB-8A7E-44FD-8320-A6545D7E54A7,674140,234718,2021-06-20 15:24:01.650000+00:00,14,FALSE,FALSE,2021-06-20 15:24:14.361000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.211849999427795,0,0,0,0,0,674500,234500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.25920934833436,8.41818622290762
151370,05D94763-0986-4EC9-9811-4AF3473235E4,652092,225133,2021-06-20 14:54:48.780000+00:00,14,FALSE,FALSE,2021-06-20 14:55:06.728000+00:00,ios-14.4.2,210505.936.9919,de,21171,56.0,0,0.299133332570394,0,0,0,0,0,652500,225500,2021-06-20 14:55:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.17510574620713,8.125791338862047
151382,05b2fe3c-4f6f-4e7d-8b63-c521223ee389,686008,228578,2021-06-20 14:42:00.986000+00:00,11,FALSE,FALSE,2021-06-20 14:42:10.676000+00:00,,,de,21171,,1,0.161500000953674,0,0,0,0,0,686500,228500,2021-06-20 14:40:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.20254909357111,8.573795818917004
151394,05d79c4e-bc1c-4688-a5df-139b547a7734,593216,179499,2021-06-20 13:24:09.502000+00:00,14,TRUE,TRUE,2021-06-20 16:23:41.028000+00:00,,,fr,21171,66.5,0,179.525433333715,1,0,0,0,0,593500,179500,2021-06-20 13:25:00+00:00,1,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.76663480127603,7.3498253229105535
151400,05e83a4e-71e0-46c4-a54e-6bda167826ec,705835,279610,2021-06-20 15:37:37.386000+00:00,10,FALSE,FALSE,2021-06-20 15:37:51.616000+00:00,,,de,21171,40.5,0,0.237166666984558,0,0,0,0,0,705500,279500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.65858403491545,8.847523674471478
151417,06127ECE-245E-42C6-8DB8-A363BB879364,683253,248105,2021-06-20 15:42:13.252000+00:00,12,FALSE,FALSE,2021-06-20 15:42:33.447000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.336583332220713,0,0,0,0,0,683500,248500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.37851960032803,8.5410595499138
151418,06127ECE-245E-42C6-8DB8-A363BB879364,685845,255180,2021-06-20 15:57:19.053000+00:00,12,FALSE,FALSE,2021-06-20 15:57:23.358000+00:00,ios-14.6,210527.1436.9923,de,21171,57.5,0,0.07175000111262,0,0,0,0,0,685500,255500,2021-06-20 15:55:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.441813954178514,8.576736753410595
151419,0618D88A-8387-432E-B5CD-0DD525FE6E0E,675596,234864,2021-06-20 15:21:02.695000+00:00,13,FALSE,FALSE,2021-06-20 15:21:12.686000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.166516669591268,0,0,0,0,0,675500,234500,2021-06-20 15:20:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.26035738540248,8.437445808438829
151426,06213DCB-E90E-4310-96A2-1FAFFD22176F,661827,220034,2021-06-20 14:56:41.223000+00:00,13,FALSE,TRUE,2021-06-20 14:57:07.966000+00:00,ios-14.6,210527.1436.9923,de,21171,64.0,0,0.445716667175293,0,0,0,0,0,661500,220500,2021-06-20 14:55:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.12840565723704,8.253502217602925
151432,063114ce-7eb5-412c-a7ef-f676d6d65d81,663301,216248,2021-06-20 15:00:11.533000+00:00,12,FALSE,FALSE,2021-06-20 15:00:27.465000+00:00,,,de,21171,64.0,0,0.265533332029978,0,0,0,0,0,663500,216500,2021-06-20 15:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.094213672294636,8.272397915436612
151433,063114ce-7eb5-412c-a7ef-f676d6d65d81,663302,216244,2021-06-20 15:02:51.805000+00:00,15,FALSE,FALSE,2021-06-20 15:03:00.657000+00:00,,,de,21171,64.0,0,0.147533333301544,0,0,0,0,0,663500,216500,2021-06-20 15:05:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,47.09417759910818,8.272410526307333
151435,0632F5E3-56C6-4089-9C4E-249092B310CD,625619,233584,2021-06-20 17:19:35.406000+00:00,14,FALSE,FALSE,2021-06-20 17:19:48.098000+00:00,ios-14.2,210527.1436.9923,de,21171,51.0,0,0.211533335844676,0,0,0,0,0,625500,233500,2021-06-20 17:20:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.25267270428724,7.777063574498917
151439,063D1AE4-434A-484D-A891-5FEC7D376A78,681961,245985,2021-06-20 15:42:46.299000+00:00,12,FALSE,FALSE,2021-06-20 15:41:07.841000+00:00,ios-10.3.4,210527.1436.9923,de,21171,59.5,0,-1.64096666574478,1,0,0,0,0,681500,245500,2021-06-20 15:45:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.35961555258495,8.523565008471255
151447,06473F17-2570-44D9-8694-BF5B7C96F283,728225,235864,2021-06-20 16:15:19.627000+00:00,12,FALSE,FALSE,2021-06-20 16:15:40.814000+00:00,ios-14.4.2,210527.1436.9923,de,21171,42.0,0,0.353116663297017,0,0,0,0,0,728500,235500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.26122693985554,9.132924357940801
151481,0677d8fd-bc22-44aa-8cbc-6b910a04469a,683322,246761,2021-06-20 15:44:33.805000+00:00,12,FALSE,FALSE,2021-06-20 15:44:41.918000+00:00,,,de,21171,59.5,0,0.135216665267944,0,0,0,0,0,683500,246500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.36642378591724,8.5417229621302
151483,067BEF61-CB96-4771-A150-B5E25F396353,590962,178284,2021-06-20 17:04:58.668000+00:00,13,FALSE,FALSE,2021-06-20 17:05:10.964000+00:00,ios-14.6,210527.1436.9923,de,21171,61.0,0,0.204933333396912,0,0,0,0,0,590500,178500,2021-06-20 17:05:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.75567834993149,7.320342105422822
151488,0680f36a-e1aa-4cb3-a47f-a81bd7d25c12,690486,251585,2021-06-20 15:53:01.938000+00:00,12,FALSE,FALSE,2021-06-20 15:53:26.872000+00:00,,,de,21171,61.5,0,0.41556666692098,0,0,0,0,0,690500,251500,2021-06-20 15:55:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.408862128176025,8.637528513388927
151496,068a661b-d57d-4469-ae91-d93556ea94ef,656499,209990,2021-06-20 14:46:57.535000+00:00,15,TRUE,TRUE,2021-06-20 14:48:16.024000+00:00,,,de,21171,62.0,0,1.30814999739329,0,0,0,0,0,656500,209500,2021-06-20 14:45:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,47.03854060026026,8.182030651350418
151501,06923e03-1138-4f5e-bd95-2642cbf43f67,663565,216739,2021-06-20 15:03:02.759000+00:00,13,FALSE,FALSE,2021-06-20 15:03:14.348000+00:00,,,de,21171,64.0,0,0.193149999777476,0,0,0,0,0,663500,216500,2021-06-20 15:05:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.098604647729054,8.27594390862451
151515,06A9E22C-1690-4F5B-9CA6-72B1ECDED93A,507048,137897,2021-06-20 15:24:51.671000+00:00,12,FALSE,TRUE,2021-06-20 15:25:13.450000+00:00,ios-14.6,210527.1436.9923,fr,21171,62.5,0,0.362983334064484,0,0,0,0,0,507500,137500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.385983315445394,6.230283413516322
151517,06B11ED2-28BE-451C-B5D0-680C874BAF3C,559311,192907,2021-06-20 12:44:14.743000+00:00,12,FALSE,FALSE,2021-06-20 12:44:27.768000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,0.217083330949148,0,0,0,0,0,559500,192500,2021-06-20 12:45:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.88602915205408,6.904780700999064
151529,06DA2D16-3A16-4A1D-B61E-AB8E3B59E2AC,681354,247454,2021-06-20 15:38:37.604000+00:00,12,FALSE,TRUE,2021-06-20 15:39:01.358000+00:00,ios-14.6,210527.1436.9923,fr,21171,57.5,0,0.395899999141693,0,0,0,0,0,681500,247500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.37290210255255,8.515797905586885
151530,06DA2D16-3A16-4A1D-B61E-AB8E3B59E2AC,681354,247454,2021-06-20 15:39:13.640000+00:00,13,FALSE,TRUE,2021-06-20 15:39:38.587000+00:00,ios-14.6,210527.1436.9923,fr,21171,57.5,0,0.415783329804738,0,0,0,0,0,681500,247500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.37290210255255,8.515797905586885
151557,06F901D6-C44A-4F00-BCC5-691E17556B14,609830,191845,2021-06-20 13:58:15.941000+00:00,12,FALSE,FALSE,2021-06-20 13:58:23.503000+00:00,ios-14.6,210527.1436.9923,de,21171,63.0,0,0.126033333937327,0,0,0,0,0,609500,191500,2021-06-20 14:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.877655049640346,7.567585475923541
151558,06a43b43-2c9c-479e-a7e6-55ef8c781301,658906,262181,2021-06-20 14:40:38.983000+00:00,12,FALSE,FALSE,2021-06-20 14:40:49.406000+00:00,,,de,21171,,1,0.17371666431427,0,0,0,0,0,658500,262500,2021-06-20 14:40:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.507739905594,8.220539331480166
151575,06cf84e2-c091-4fc9-89a2-35da7ae73fa1,552362,166269,2021-06-20 16:18:07.888000+00:00,11,FALSE,FALSE,2021-06-20 16:18:12.441000+00:00,,,fr,21171,64.0,0,0.0758833328882853,0,0,0,0,0,552500,166500,2021-06-20 16:20:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.64595430264893,6.816389103241824
151590,0703fd5e-c884-40ee-901b-e61257a74a6f,655581,251443,2021-06-20 15:37:21.467000+00:00,10,FALSE,FALSE,2021-06-20 15:37:40.030000+00:00,,,en,21171,51.5,0,0.30938333272934,0,0,0,0,0,655500,251500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.41145589665866,8.175068947512983
151605,0715a893-7a14-49bf-b90f-8c1df3a58a0d,557524,176798,2021-06-20 16:24:18.859000+00:00,10,TRUE,TRUE,2021-06-20 16:24:30.917000+00:00,,,fr,21171,63.5,0,0.200966668128967,0,0,0,0,0,557500,176500,2021-06-20 16:25:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.74101451267934,6.882836275873172
151606,0715a893-7a14-49bf-b90f-8c1df3a58a0d,557524,176798,2021-06-20 16:28:01.762000+00:00,11,TRUE,TRUE,2021-06-20 16:28:12.569000+00:00,,,fr,21171,63.5,0,0.180116665363312,0,0,0,0,0,557500,176500,2021-06-20 16:30:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.74101451267934,6.882836275873172
151614,07283FAC-65CD-427B-9347-66B746508AC7,701314,233734,2021-06-20 15:35:31.069000+00:00,10,FALSE,FALSE,2021-06-20 15:35:33.828000+00:00,ios-14.6,210527.1436.9923,de,21171,36.0,0,0.0459833343823751,0,0,0,0,0,701500,233500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.246749882961744,8.77693489602959
151624,0732e520-8199-49c0-ba4f-0114a197e7a8,555974,203372,2021-06-20 15:07:07.525000+00:00,10,FALSE,FALSE,2021-06-20 15:07:26.869000+00:00,,,de,21171,52.5,0,0.322399997711182,0,0,0,0,0,555500,203500,2021-06-20 15:05:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.979948202032475,6.8599847086183035
